High,High(0),High(0),High(0),High(0),High(0),High(1),High(1),High(1),High(1),High(1),High(2),High(2),High(2),High(2),High(2),High(3),High(3),High(3),High(3),High(3),High(4),High(4),High(4),High(4),High(4)
Vol.,Vol.(0),Vol.(1),Vol.(2),Vol.(3),Vol.(4),Vol.(0),Vol.(1),Vol.(2),Vol.(3),Vol.(4),Vol.(0),Vol.(1),Vol.(2),Vol.(3),Vol.(4),Vol.(0),Vol.(1),Vol.(2),Vol.(3),Vol.(4),Vol.(0),Vol.(1),Vol.(2),Vol.(3),Vol.(4)
Change %(0),0.11168831168831168,0.14013840830449828,0.17682926829268292,0.21454545454545454,0.2621359223300971,0.20398009950248755,0.22554890219560877,0.29555236728837875,0.2883031301482702,0.38489208633093525,0.2396694214876033,0.3111111111111111,0.34375,0.26763110307414106,0.27522935779816515,0.0,0.0390625,0.05752212389380531,0.060514372163388806,0.2395104895104895,0.0,0.009345794392523364,0.1506849315068493,0.3404255319148936,0.5
Change %(1),0.8038961038961039,0.7370242214532872,0.6199186991869918,0.5381818181818182,0.3300970873786408,0.6915422885572139,0.5728542914171657,0.42898134863701576,0.3756177924217463,0.19784172661870503,0.5206611570247934,0.3814814814814815,0.34151785714285715,0.3037974683544304,0.22935779816513763,0.47368421052631576,0.4609375,0.38495575221238937,0.4039334341906203,0.25961538461538464,0.6363636363636364,0.4672897196261682,0.3356164383561644,0.23404255319148937,0.25
Change %(2),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04132231404958678,0.014814814814814815,0.03571428571428571,0.11934900542495479,0.1819571865443425,0.5263157894736842,0.4765625,0.5,0.4599092284417549,0.2727272727272727,0.36363636363636365,0.5233644859813084,0.3698630136986301,0.23404255319148937,0.0
Change %(3),0.08441558441558442,0.12283737024221453,0.2032520325203252,0.24727272727272728,0.4077669902912621,0.1044776119402985,0.20159680638722555,0.27546628407460544,0.33607907742998355,0.4172661870503597,0.19834710743801653,0.29259259259259257,0.27901785714285715,0.3092224231464738,0.31345565749235477,0.0,0.0234375,0.05752212389380531,0.07564296520423601,0.22814685314685315,0.0,0.0,0.14383561643835616,0.19148936170212766,0.25
