Direction_quarter,Direction_quarter(0),Direction_quarter(0),Direction_quarter(0),Direction_quarter(0),Direction_quarter(0),Direction_quarter(1),Direction_quarter(1),Direction_quarter(1),Direction_quarter(1),Direction_quarter(1)
Price,Price(0),Price(1),Price(2),Price(3),Price(4),Price(0),Price(1),Price(2),Price(3),Price(4)
Trend_class(0),0.11357340720221606,0.04642857142857143,0.1572093023255814,0.0791599353796446,0.0058823529411764705,0.0,0.0,0.0,0.0,0.0
Trend_class(1),0.0,0.0,0.0,0.0,0.0,0.24315352697095435,0.07104660045836517,0.16602316602316602,0.04236200256739409,0.00684931506849315
Trend_class(2),0.23915050784856878,0.12976190476190477,0.2427906976744186,0.17124394184168013,0.011764705882352941,0.0,0.0,0.0,0.0,0.0
Trend_class(3),0.0,0.0,0.0,0.0,0.0,0.3228215767634855,0.1917494270435447,0.2828185328185328,0.17394094993581516,0.0
Trend_class(4),0.4293628808864266,0.65,0.5562790697674419,0.7415185783521809,0.9764705882352941,0.0,0.0,0.0,0.0,0.0
Trend_class(5),0.21791320406278855,0.1738095238095238,0.04372093023255814,0.008077544426494346,0.0058823529411764705,0.4340248962655602,0.7372039724980901,0.5511583011583011,0.7836970474967908,0.9931506849315068
